,episode_number,title,description,updated_at,duration,uploaded_at,counts,urls
459,96,The Terminator vs. T2: Judgement Day,"En preparación para el estreno de Terminator: Génesis, en este podcast hablamos de la saga de TERMINATOR e intentamos contestar una de las grandes interrogantes de la historia del cine: Cuál es mejor, la primera o la segunda? Uds. que piensan?

#Podcast #Cine #Peliculas #Clasicos #TheTerminator #TerminatorJudgementDay #JamesCameron #ArnoldSchwarzenegger #SarahConnor #JohnConnor #KyleReese #Skynet",2017-06-04T10:25:37.000Z,49,2015-07-06T22:28:56.000Z,1496,https://audioboom.com/posts/3461805-96-the-terminator-vs-t2-judgement-day
460,95,Ex Machina,"Como esta semana no hubo ningún estreno que nos llame la atención, en este podcast hablamos de EX MACHINA, una excelente peli de ciencia ficción 'dura'. Sepan disculpar si nos ponemos un poco filosóficos con el concepto de las inteligencias artificiales.

#Podcast #Cine #Peliculas #ExMachina #AlexGarland #OscarIsaac #DomhnallGleeson #AliciaVikander #InteligenciaArtificial #Robots",2015-11-20T04:26:48.000Z,32,2015-06-30T01:15:09.000Z,1972,https://audioboom.com/posts/3461806-95-ex-machina
461,94,Inside Out,"El podcast de esta semana es sobre INSIDE OUT, un nuevo clásico instantáneo de los maestros indiscutibles de Pixar. Si ya la viste, escuchanos! Sino, andá a verla, dale.

#Podcast #Cine #Peliculas #Animacion #InsideOut #Intensamente #Pixar #Disney",2018-12-11T06:37:41.000Z,32,2015-06-22T23:56:50.000Z,1693,https://audioboom.com/posts/3461807-94-inside-out
462,93,Jurassic World,"Este podcast es sobre Jurassic World, peli que marca el regreso de los dinosaurios al cine y que está rompiendo récords de recaudación por el mundo. Ahora, la pregunta es: ¿está buena? ¡Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #JurassicWorld #MundoJurasico #StevenSpielberg #ColinTrevorrow #Dinosaurios",2022-06-13T18:49:18.331Z,39,2015-06-19T01:08:59.000Z,1763,https://audioboom.com/posts/3461808-93-jurassic-world
463,92,Game of Thrones 5-10 Mother's Mercy,"En este podcast hablamos del último episodio de la quinta temporada de GAME OF THRONES, en el que pasó de todo. Además, hacemos un balance de esta inconstante temporada. Si ya la terminaste, escuchanos y sino, cuidado. La noche es oscura y llena de spoilers.

#Podcast #Television #Series #HBO #GameOfThrones #MothersMercy #ASongOfIceAndFire #GeorgeRRMartin",2016-06-28T04:17:45.000Z,43,2015-06-15T16:58:48.000Z,1019,https://audioboom.com/posts/3461809-92-game-of-thrones-5-10-mother-s-mercy
464,91,Jurassic Parks,"Aprovechando el estreno de Jurassic World, inauguramos una nueva sección en nuestro podcast hablando de Jurassic Park, obra maestra del cine de aventuras y una de nuestras películas favoritas de toda la vida. ¿Qué piensan ustedes de esta gran peli? ¿De qué otros clásicos les gustaría que hablemos?

#Podcast #Cine #Peliculas #Clasicos #JurassicPark #ParqueJurasico #StevenSpielberg #JohnWilliams #Dinosaurios",2022-06-17T02:21:42.506Z,43,2015-06-10T23:29:22.000Z,1851,https://audioboom.com/posts/3461813-91-jurassic-parks
465,90,Game of Thrones 5-9 The Dance of Dragons,"En este podcast hablamos del traumático noveno episodio de la quinta temporada de GAME OF THRONES, en el que hubo mucho fuego (y también hablamos un poco del episodio anterior... en el que hubo mucho hielo). Si ya los viste, escuchanos y después contanos que te pareció!

#Podcast #Television #Series #HBO #GameOfThrones #TheDanceOfDragons #ASongOfIceAndFire #GeorgeRRMartin",2016-06-28T04:17:54.000Z,33,2015-06-08T23:54:29.000Z,917,https://audioboom.com/posts/3461815-90-game-of-thrones-5-9-the-dance-of-dragons
466,89,Tomorrowland,"En el podcast de esta semana hablamos de TOMORROWLAND de Brad Bird, director de Los Increíbles, Ratatouille y El Gigante de Hierro. Una peli muy esperada... que es una gran decepción. Si la viste, escuchanos!

#Podcast #Cine #Peliculas #Tomorrowland #BradBird #DamonLinderlof #GeorgeClooney",2016-03-11T06:01:00.000Z,28,2015-05-25T21:29:45.000Z,1057,https://audioboom.com/posts/3461816-89-tomorrowland
467,88,Mad Men Finale,"Terminó MAD MEN! En este podcast analizamos el fin de esta importantísima serie y discutimos el lugar que ocupa en la historia de la televisión. También, ya que estamos, te contamos cuales fueron nuestros momentos favoritos de sus siete temporadas. Que les pareció a ustedes?

#Podcast #Television #Series #AMC #MadMen #MatthewWeiner #DonDraper #PeggyOlsen #PeterCampbell #JoanHarris #RogerSterling #BertCooper",2015-11-21T23:38:54.000Z,41,2015-05-21T14:10:45.000Z,1325,https://audioboom.com/posts/3461817-88-mad-men-finale
468,87,Mad Max: Fury Road,"Este podcast es sobre MAD MAX: FURY ROAD, una de las mejores pelis que vimos en lo que va del año y un hito en la historia del cine de acción. Si ya la viste, escuchanos y sino... hacete un favor y andá.

#Podcast #Cine #Peliculas #MadMax #FuryRoad #GeorgeMiller #TomHardy #CharlizeTheron #NicholasHoult #MelGibson #Oscars #MejorPelicula",2022-06-23T18:23:19.809Z,39,2015-05-17T22:00:39.000Z,1791,https://audioboom.com/posts/3461819-87-mad-max-fury-road
469,86,Game of Thrones 5-5 Kill the Boy,"En este podcast hablamos del quinto episodio de la quinta temporada de GAME OF THRONES y hacemos un balance de la primer mitad de esta temporada que, la verdad, no nos está gustando tanto como las anteriores. Escuchanos!

#Podcast #Television #Series #HBO #GameOfThrones #KillTheBoy #ASongOfIceAndFire #GeorgeRRMartin",2016-06-28T04:18:02.000Z,29,2015-05-11T06:29:10.000Z,789,https://audioboom.com/posts/3461822-86-game-of-thrones-5-5-kill-the-boy
470,85,The Last Man on Earth,"En este podcast hablamos de la primer temporada de THE LAST MAN ON EARTH, una comedia post-apocalíptica creada por Will 'MacGruber' Forte con ayuda de Phil Lord y Chris Miller (el dúo detrás de las geniales Jump Street y Lego: The Movie). A dos de nosotros nos encantó y al tercero no le gustó para nada. Escuchanos!

#Podcast #Television #Series #Fox #TheLastManOnEarth #PhilLord #ChrisMiller #WillForte #KristenSchaal",2015-11-21T23:40:08.000Z,24,2015-05-05T01:11:58.000Z,745,https://audioboom.com/posts/3461824-85-the-last-man-on-earth
471,84,Avengers: Age of Ultron,"En este podcast hablamos de AVENGERS: AGE OF ULTRON, una de las películas más esperadas del año, y nos preguntamos como hizo Joss Whedon para que una película tan enorme y con tantos personajes no sea un caos total y que, de hecho, sea genial. Si la viste, escuchanos!

#Podcast #Cine #Peliculas #Marvel #Avengers #AgeOfUltron #EraDeUltron #JossWhedon #RobertDowneyJr #IronMan #ChrisEvans #CaptainAmerica #ChrisHemsworth #Thor #MarkRuffalo #Hulk #ScarlettJohansson #BlackWidow #JeremyRenner #Hawkeye",2016-06-29T20:21:46.000Z,39,2015-04-27T02:34:47.000Z,1344,https://audioboom.com/posts/3461826-84-avengers-age-of-ultron
472,83,Big Eyes,"En el podcast de esta semana hablamos de BIG EYES, la última de Tim Burton, con actuaciones de la hermosa Amy Adams y el increíble Christoph Waltz. Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #BigEyes #TimBurton #AmyAdams #ChristophWaltz",2015-11-20T04:46:06.000Z,28,2015-04-20T03:30:37.000Z,880,https://audioboom.com/posts/3461829-83-big-eyes
473,82,Game of Thrones 5-1 The Wars to Come,"Volvió GAME OF THRONES! En este podcast hablamos del regreso más esperado del mundo de la televisión (Aunque no es televisión... es HBO). Si ya lo viste, escuchanos y después contanos que te pareció a vos!

#Podcast #Television #Series #HBO #GameOfThrones #TheWarsToCome #ASongOfIceAndFire #GeorgeRRMartin",2016-06-28T04:18:13.000Z,26,2015-04-13T05:05:48.000Z,797,https://audioboom.com/posts/3461830-82-game-of-thrones-5-1-the-wars-to-come
474,81,Better Call Saul - 1era. Temporada,"Este podcast es sobre la primera temporada de BETTER CALL SAUL, spin-off de Breaking Bad y posiblemente el estreno televisivo más esperado del año. Si la viste, escuchanos!

#Podcast #Television #Series #AMC #BetterCallSaul #VinceGilligan #PeterGould #BobOdenkirk #JimmyMcGill #SaulGoodman #JonathanBanks #MikeEhrmantraut",2017-07-21T07:33:30.000Z,29,2015-04-08T22:32:38.000Z,1253,https://audioboom.com/posts/3461831-81-better-call-saul-1era-temporada
475,80,Inherent Vice,"En este podcast hablamos de INHERENT VICE, lo último de Paul Thomas Anderson, (que por fin se estrenó en cines la semana pasada) y descubrimos que es una peli que divide aguas. Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #InherentVice #VicioPropio #PaulThomasAnderson #ThomasPynchon #JoaquinPhoenix #JoshBrolin",2015-11-20T04:52:51.000Z,26,2015-03-30T11:58:08.000Z,687,https://audioboom.com/posts/3461833-80-inherent-vice
476,79,Cinderella,"Este podcast es sobre la nueva versión 'con actores' de LA CENICIENTA que nos trae Disney con toda su magia. Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #Cinderella #LaCenicienta #KennethBranagh #LilyJames #RichardMadden #CateBlanchett #HelenaBonhamCarter #FrozenFever #Disney",2017-06-04T10:36:56.000Z,29,2015-03-24T00:05:02.000Z,890,https://audioboom.com/posts/3461834-79-cinderella
477,78,Voley,"En este podcast hablamos de VOLEY, una comedia Made in Argentina sobre un grupo de amigos que va a pasar un fin de semana a una casa en Tigre. Si ya la viste, escuchanos. Sino, andá que está muy buena. Confiá en nosotros.

#Podcast #Cine #Peliculas #CineArgentino #CineNacional #Voley #MartinPiroyansky #JustinaBustos #ChinoDarin #Tigre",2015-11-21T23:43:24.000Z,22,2015-03-16T03:12:36.000Z,873,https://audioboom.com/posts/3461835-78-voley
478,77,Star Wars Rebels - 1era. Temporada,"En el podcast de esta semana hablamos del último capítulo de la primer temporada de STAR WARS REBELS y te contamos que pensamos de la serie hasta ahora. Si la viste, escuchanos y después decinos que te pareció a vos!

#Podcast #Television #Series #Animacion #StarWars #LaGuerraDeLasGalaxias #FireAcrossTheGalaxy #Jedi #Sith #Rebelion #Imperio #AshokaTona #DarthVader",2018-12-29T01:28:08.000Z,29,2015-03-09T21:50:50.000Z,660,https://audioboom.com/posts/3461836-77-star-wars-rebels-1era-temporada
479,76,Kingsman: The Secret Service,"En este podcast hablamos sobre KINGSMAN: THE SECRET SERVICE, una peli un poco más movida que las que veníamos viendo estas últimas semanas. Si ya la viste, escuchanos! Y si no, andá que es genial.

#Podcast #Cine #Peliculas #Kingsman #TheSecretService #ElServicioSecreto #MatthewVaughn #MarkMillar #ColinFirth #MarkStrong #MichaelCaine",2017-10-18T22:23:00.000Z,25,2015-03-01T19:15:53.000Z,997,https://audioboom.com/posts/3461837-76-kingsman-the-secret-service
480,Oscars 2015,,"En este podcast hacemos nuestro resumen de la 87ava. entrega de los Oscars, te decimos que pensamos de los ganadores y perdedores de la noche y anunciamos al gran ganador de nuestro prode Oscarístico. Si ni viste la entrega, escuchanos! Por lo menos es más corto.

#Podcast #Cine #Peliculas #Oscars #AcademyAwards #AmericanSniper #Birdman #Boyhood #ElGranHotelBudapest #TheGrandBudapestHotel #ElCodigoEnigma #TheImitationGame #Selma #LaTeoriaDelTodo #TheTheoryOfEverything #Whiplash",2022-05-11T17:36:09.076Z,42,2015-02-23T17:40:52.000Z,775,https://audioboom.com/posts/3461838-oscars-2015
481,75,Selma,"Este podcast es sobre SELMA, la única peli nominada al Oscar para Mejor Película de este año de la que nos faltaba hablar. Esperábamos que sea otra biopic olvidable más pero nos sorprendió muy para bien. Si la viste, escuchanos.

#Podcast #Cine #Peliculas #Selma #MartinLutherKing #Oscars #MejorPelicula",2015-11-20T05:10:15.000Z,20,2015-02-20T22:03:38.000Z,639,https://audioboom.com/posts/3461839-75-selma
482,74,Birdman,"Este podcast es sobre la prodigiosa (técnicamente, por lo menos) BIRDMAN, lo último de Alejandro González Iñárritu. A dos de nosotros nos gustó mucho y al otro... no tanto. Si la viste, escuchanos y después contanos que te pareció a vos!

#Podcast #Cine #Peliculas #Birdman #TheUnexpectedVirtueOfIgnorance #AlejandroGonzalezInarritu #EmmanuelLubezki #MichaelKeaton #EdwardNorton #EmmaStone #Oscars #MejorPelicula",2016-02-01T20:53:53.000Z,30,2015-02-13T23:34:46.000Z,1596,https://audioboom.com/posts/3461840-74-birdman
483,73,El Código Enigma,"En este podcast hablamos de una más nominada al Oscar para Mejor Película: EL CÓDIGO ENIGMA, con una increíble actuación de Benedict Cumberbatch como Alan Turing. Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #TheImitationGame #ElCodigoEnigma #MortenTyldum #BenedictCumberbatch #KeiraKnightley #AlanTuring #Oscars #MejorPelicula",2015-11-20T05:12:29.000Z,23,2015-02-09T18:19:01.000Z,1450,https://audioboom.com/posts/3461842-73-el-codigo-enigma
484,72,La Teoría del Todo,"En este podcast hablamos de otra nominada al Oscar para Mejor Película: LA TEORÍA DEL TODO, que cuenta con una impresionante actuación de Eddie Redmayne como Stephen Hawking. Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #TheTheoryOfEverything #LaTeoriaDelTodo #JamesMarsh #EddieRedmayne #FelicityJones #StephenHawking #Oscars #MejorPelicula",2015-11-20T05:16:13.000Z,17,2015-02-09T18:10:29.000Z,1272,https://audioboom.com/posts/3461843-72-la-teoria-del-todo
485,71,Unbroken,"Este podcast es sobre UNBROKEN, la segunda peli de Angelina Jolie como directora, que cuenta la historia real de Louis Zamperini, corredor olímpico y sobreviviente de la segunda guerra mundial. Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #Unbroken #Inquebrantable #AngelinaJolie #JoelCoen #RogerDeakins #LouisZamperini",2015-11-20T05:14:11.000Z,24,2015-02-02T05:40:20.000Z,767,https://audioboom.com/posts/3461844-71-unbroken
486,70,American Sniper,"En este podcast discutimos sobre AMERICAN SNIPER, la última de Clint Eastwood, que cuenta la historia verídica (con, aparentemente, no pocas libertades) del francotirador más 'letal' de la historia de los Estados Unidos. Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #AmericanSniper #Francotirador #ClintEastwood #BradleyCooper #Irak #Oscars #MejorPelicula",2015-11-20T05:17:42.000Z,22,2015-01-26T06:07:06.000Z,1104,https://audioboom.com/posts/3461846-70-american-sniper
487,69,Whiplash,"En este podcast hablamos de una de las nominadas al Oscar a Mejor Película: WHIPLASH, que trata sobre un baterista que quiere ser el mejor, mejor que nadie más y de su relación con un profesor que usa métodos bastante... extremos. Si la viste, escuchanos!

#Podcast #Cine #Peliculas #Whiplash #MusicaYObsesion #DamienChazelle #MilesTeller #JKSimmons #Jazz #Oscars #MejorPelicula",2015-11-20T05:20:02.000Z,20,2015-01-26T05:57:50.000Z,2103,https://audioboom.com/posts/3461849-69-whiplash
488,68,Foxcatcher,"Este podcast es sobre FOXCATCHER, de Bennett Miller y con excelentes actuaciones de Channing Tatum, Mark Ruffallo y Steve Carrell (después de haber grabado el pod, a Mark y Steve los nominaron al Oscar). Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #Foxcatcher #BennettMiller #SteveCarrell #ChanningTatum #MarkRuffalo",2015-11-20T05:18:47.000Z,24,2015-01-19T00:07:39.000Z,784,https://audioboom.com/posts/3461851-68-foxcatcher
489,67,Agent Carter Premiere,"En el podcast de esta semana hablamos de los primeros dos capítulos de AGENT CARTER, la segunda serie de televisión en el Universo Marvel. Si ya la viste, escuchanos y después contanos que te pareció a vos!

#Podcast #Television #Series #ABC #Marvel #AgentCarter #HayleyAtwell #PeggyCarter #HowardStark #Jarvis ",2016-05-09T19:08:41.000Z,16,2015-01-12T03:04:59.000Z,621,https://audioboom.com/posts/3461852-67-agent-carter-premiere
490,66,La Batalla de los Cinco Ejércitos,"En este podcast hablamos de la inflada y excesiva tercer parte de El Hobbit, LA BATALLA DE LOS CINCO EJÉRCITOS. ¿Por que no podían ser sólo dos películas (o mejor todavía, una)? ¡¿Por qué?! Si ya la viste, escuchanos.

#Podcast #Cine #Peliculas #TheHobbit #TheBattleOfTheFiveArmies #ElHobbit #LaBatallaDeLosCincoEjercitos #JRRTolkien #PeterJackson #MartinFreeman #IanMcKellen #RichardArmitage #BenedictCumberbatch #TierraMedia #Bilbo #Gandalf #Smaug",2015-11-20T05:26:24.000Z,33,2015-01-05T04:38:16.000Z,938,https://audioboom.com/posts/3461853-66-la-batalla-de-los-cinco-ejercitos
491,Nuestras Favoritas del 2014,,"En este, nuestro último podcast del 2014, les contamos cuales fueron nuestras películas favoritas del año y, sobre el final, nuestra invitada especial Clara Kreimer﻿ les tiene una sorpresa musical para cerrar unos muy buenos 12 meses de cine. Gracias por escucharnos y FELIZ AÑO NUEVO!

#Podcast #Cine #Peliculas #Television #Series #Favoritas",2022-05-08T11:53:32.955Z,38,2014-12-31T22:20:53.000Z,1081,https://audioboom.com/posts/3461854-nuestras-favoritas-del-2014
492,65,The Interview,"En este podcast hablamos de la muy polémica THE INTERVIEW, de Seth Rogen y Evan Goldberg (las mentes detrás de This Is The End y Superbad). Todavía no se estrenó en cines por acá pero si ya la viste igual, escuchanos!

#Podcast #Cine #Peliculas #TheInterview #UnaLocaEntrevista #EvanGoldberg #SethRogen #JamesFranco #CoreaDelNorte #KimJongUn",2015-11-21T23:55:05.000Z,31,2014-12-29T19:07:59.000Z,929,https://audioboom.com/posts/3461855-65-the-interview
493,64,Grandes Héroes,"Este podcast es sobre GRANDES HÉROES, la última película animada de Disney. Como siempre, tenemos de invitado a nuestro especialista en la materia: Fausto, de 12 años. Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #Animacion #GrandesHeroes #Marvel #Disney #Baymax",2015-11-21T23:56:28.000Z,23,2014-12-15T17:02:53.000Z,1504,https://audioboom.com/posts/3461857-64-grandes-heroes
494,63,Chef,"En este podcast hablamos de CHEF, una peli chiquita, sencilla y con un gran corazón... y que además te deja con mucha hambre. Literalmente. Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #Chef #JonFavreau #SofiaVergara #JohnLeguizamo #ScarlettJohansson #RobertDowneyJr #ComidaCubana",2015-11-20T05:32:22.000Z,23,2014-12-08T22:20:02.000Z,878,https://audioboom.com/posts/3461858-63-chef
495,62,Nightcrawler,"Este podcast es sobre NIGHTCRAWLER, una de las grandes sorpresas del año, con una actuación impresionante de Jake Gyllenhaal. Si ya la viste, escuchanos. Si todavía no la viste, andá. Nosotros te esperamos.

#Podcast #Cine #Peliculas #Nightcrawler #PrimiciaMortal #DanGilroy #RobertElswit #JakeGyllenhaal #LosAngeles",2015-11-20T05:35:56.000Z,22,2014-12-02T00:37:50.000Z,1196,https://audioboom.com/posts/3461859-62-nightcrawler
496,61,"Sinsajo, Parte 1","En este podcast hablamos sobre SINSAJO, PARTE 1, tercera parte de Los Juegos del Hambre y hay que decir que esta serie de pelis sigue sorprendiendo muy para bien. Si ya la viste, escuchanos. Y después, a esperar la última.

#Podcast #Cine #Peliculas #TheHungerGames #LosJuegosDelHambre #Mockingjay #Sinsajo #Katniss #FrancisLawrence #JenniferLawrence #JohnHutcherson #LiamHemsworth #PhilipSeymourHoffman",2015-11-26T17:50:39.000Z,32,2014-11-24T19:08:06.000Z,1514,https://audioboom.com/posts/3461861-61-sinsajo-parte-1
497,60,Los Boxtrolls,"El podcast de esta semana es sobre LOS BOXTROLLS, la nueva peli de animación estilo stop motion de LAIKA, el estudio que ya nos enamoró con Coraline y Paranorman. Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #Animacion #Boxtrolls #Laika #StopMotion",2016-01-05T03:09:02.000Z,23,2014-11-17T17:22:21.000Z,888,https://audioboom.com/posts/3461863-60-los-boxtrolls
498,59,Interstellar,"En el podcast de hoy hablamos de INTERSTELLAR e intentamos contestar una de las preguntas más importantes de nuestra generación: Christopher Nolan, ¿Genio total o gran mentira? Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #Interstellar #Interestelar #ChistopherNolan #MatthewMcConaughey #JessicaChastain #AnneHathaway",2016-01-05T03:15:19.000Z,33,2014-11-10T17:35:20.000Z,2477,https://audioboom.com/posts/3461865-59-interstellar
499,58,Boyhood,"En este podcast hablamos de BOYHOOD, el nuevo experimento cinematográfico de Richard Linklater: grabó esta peli con los mismos actores durante doce años. Si ya la viste, escuchanos. Sino, andá a verla. Es única.

#Podcast #Cine #Peliculas #Boyhood #RichardLinklater #EllarColtrane #PatriciaArquette #EthanHawke #Oscars #MejorPelicula",2016-01-05T03:13:13.000Z,27,2014-11-03T18:55:38.000Z,1226,https://audioboom.com/posts/3461866-58-boyhood
500,57,Polvo De Estrellas,"En el podcast de hoy hablamos de POLVO DE ESTRELLAS, lo último de David Cronenberg, con actuaciones de Mia Wasikowska y Julianne Moore. Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #MapsToTheStars #PolvoDeEstrellas #DavidCronenberg #MiaWasikowska #JulianneMoore #RobertPattison #JohnCusack #Hollywood",2016-01-05T03:17:16.000Z,19,2014-10-28T02:02:18.000Z,794,https://audioboom.com/posts/3461867-57-polvo-de-estrellas
501,56,El Libro de la Vida,"En este podcast hablamos de la hermosa película de animación EL LIBRO DE LA VIDA con nuestro invitado especialista en el tema: Fausto, de 12 años. Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #Animacion #ElLibroDeLaVida #TheBookOfLIfe #JorgeRGutierrez #GuillermoDelToro #Mexico #ElDiadelosMuertos",2016-01-05T03:16:16.000Z,24,2014-10-20T17:02:27.000Z,968,https://audioboom.com/posts/3461868-56-el-libro-de-la-vida
502,55,Perdida,"El podcast de esta semana es sobre PERDIDA (Gone Girl), la nueva exquisitez de David Fincher. Aprovechamos la oportunidad para repasar su filmografía y, también, para charlar sobre por qué nadie lo quiere a Batfleck. Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #GoneGirl #Perdida #DavidFincher #BenAffleck #RosamundPike",2016-01-05T03:11:45.000Z,24,2014-10-13T22:38:30.000Z,1743,https://audioboom.com/posts/3461870-55-perdida
503,54,Star Wars Rebels Premiere,"Este podcast es sobre el primer capítulo de la nueva serie animada que sucede en una galaxia muy, muy lejana: STAR WARS REBELS. Si ya lo viste, escuchanos y después contanos si te intereso lo suficiente como para seguirla viendo!

#Podcast #Television #Series #Animacion #StarWars #LaGuerraDeLasGalaxias #SparkOfRebellion #Jedi #Sith #Rebelion #Imperio",2018-12-29T01:27:23.000Z,18,2014-10-06T20:03:43.000Z,660,https://audioboom.com/posts/3461871-54-star-wars-rebels-premiere
504,53,22 Jump Street,"En este podcast hablamos de 22 JUMP STREET, otra comedia genial de Phil Lord y Chris Miller (este mismo año también estrenaron Lego: The Movie… nadie sabe como hicieron). Si ya la viste, escuchanos! Y si no la viste, andá. Es de las comedias del año.

#Podcast #Cine #Peliculas #22JumpStreet #PhilLord #ChrisMiller #JonahHill #ChanningTatum #IceCube",2019-01-14T21:48:53.000Z,21,2014-09-29T16:24:28.000Z,1204,https://audioboom.com/posts/3461887-53-22-jump-street
505,52,The Zero Theorem,"Este podcast es sobre THE ZERO THEOREM, la ultima película de Terry Gilliam... que es bastante parecida a su clásico de clásicos, Brazil. Si ya la viste, escuchanos!

#Podcast #Cine #Peliculas #TheZeroTheorem #UnMundoConectado #TerryGilliam #ChristophWaltz #MontyPython #Brazil",2016-01-05T03:07:27.000Z,20,2014-09-22T22:23:02.000Z,672,https://audioboom.com/posts/3461893-52-the-zero-theorem
506,51,Sin City: Una Dama para Matar o Morir,"En este podcast hablamos de Sin City: Una Mujer para Matar o Morir de Robert Rodriguez y Frank Miller, juntos otra vez. Casi diez años después del estreno de la original no será demasiado tarde para una secuela? Escuchanos y enterate de nuestra opinión!

#Podcast #Cine #Peliculas #SinCity #ADameToKillFor #UnaDamaParaMatarOMorir #FrankMiller #RobertRodriguez #MickeyRourke #JosephGordonLevitt #JessicaAlba #JoshBrolin #EvaGreen",2016-01-05T03:09:55.000Z,23,2014-09-15T16:42:20.000Z,845,https://audioboom.com/posts/3461898-51-sin-city-una-dama-para-matar-o-morir
507,1er,Aniversario: Nuestras Películas Favoritas,"QUÉMESE cumple 1 año y para conmemorar la ocasión les queremos contar cuales son (algunas de) nuestras películas favoritas y lo que significan para nosotros. Escuchanos y después decinos cuales son TUS favoritas!
#Podcast #Cine #Peliculas #Favoritas",2022-05-11T17:36:06.457Z,31,2014-09-02T00:40:54.000Z,1783,https://audioboom.com/posts/3461904-1er-aniversario-nuestras-peliculas-favoritas
508,The Walking Dead 2-5 No Going Back,,"El final de la segunda temporada de THE WALKING DEAD de Telltale Games fue muy intenso. Si ya lo jugaste, escuchanos y después contanos que decidiste en el final.

#Podcast #VideoJuegos #TelltaleGames #TheWalkingDead #NoGoingBack #Clementine #Kenny #Jane #Zombies",2016-06-28T04:18:43.000Z,26,2014-08-30T01:11:20.000Z,867,https://audioboom.com/posts/3461906-the-walking-dead-2-5-no-going-back
509,50,Relatos Salvajes,"Este podcast es sobre RELATOS SALVAJES, el estreno nacional más esperado del año y sí, es tan genial como todos están diciendo que es. Si ya la viste, escuchanos y decinos cual fue tu relato salvaje favorito.

#Podcast #Cine #Peliculas #CineArgentino #CineNacional #DamianSzifron #DarioGrandinetti
#RitaCortese #LeonardoSbaraglia #RicardoDarin #OscarMartinez #EricaRivas #Oscars #MejorPeliculaExtranjera",2016-01-05T03:00:57.000Z,36,2014-08-24T23:12:22.000Z,2779,https://audioboom.com/posts/3461909-50-relatos-salvajes
510,49,Tortugas Ninja,"Este podcast es sobre la nueva version 'michaelbayficada' de las TORTUGAS NINJA. A uno de nosotros le pareció indignante y al otro... no le pareció tan terrible. Si ya la viste, escuchanos y después contanos que te pareció.

#Podcast #Cine #Peliculas #TeenageMutantNinjaTurtles #TMNT #TortugasNinja #Leonardo #Raphael #Donatello #Michelangelo",2016-01-05T03:05:56.000Z,21,2014-08-18T19:19:21.000Z,906,https://audioboom.com/posts/3461912-49-tortugas-ninja
511,48,Líbranos Del Mal,"En este podcast hablamos sobre LÍBRANOS DEL MAL, la nueva película de exorcismos de Scott Derrickson. Tiene casi todo lo que tiene que tener una peli de terror... que eso sea algo bueno o algo malo depende de vos. Si la viste, escuchanos!

#Podcast #Cine #Peliculas #Terror #DeliverUsFromEvil #LibranosDelMal #ScottDerrickson #EricBana #EdgarRamirez #Exorcismo",2016-04-04T17:08:20.000Z,22,2014-08-11T02:26:50.000Z,810,https://audioboom.com/posts/3461914-48-libranos-del-mal
512,47,Guardianes de la Galaxia,"Este podcast es sobre GUARDIANS OF THE GALAXY, la nueva (y, para nosotros, la mejor) película del universo Marvel. Si ya la viste, escuchanos y dejá tus comentarios. Sino, andá a verla. Como dijo Ale: ""Es una fiesta"".

#Podcast #Cine #Peliculas #Marvel #GuardiansOfTheGalaxy #GuardianesDeLaGalaxia #JamesGunn #ChrisPratt #PeterQuill #StarLord #ZoeSaldana #Gamora #VinDiesel #Groot #BradleyCooper #RocketRaccoon",2017-06-07T09:55:24.000Z,21,2014-08-04T10:54:02.000Z,1758,https://audioboom.com/posts/3461915-47-guardianes-de-la-galaxia
513,The Walking Dead 2-4 Amid The Ruins,,"En el cuarto episodio de la segunda temporada de The Walking Dead de Telltale Games nos vemos obligados a tomar algunas de las decisiones mas difíciles hasta ahora. Si ya lo jugaste, escuchanos y después contanos que fue lo que decidiste!

#Podcast #VideoJuegos #TelltaleGames #TheWalkingDead #AmidTheRuins #Clementine #Kenny #Jane #Zombies",2016-06-28T04:18:50.000Z,22,2014-07-26T17:41:42.000Z,557,https://audioboom.com/posts/3461917-the-walking-dead-2-4-amid-the-ruins
